instance,algorithm,demo_id,iteration,n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,elite_ratio,improvement_rate,dynamic_orders,avg_delay,load_imbalance,alpha,beta,gamma,improvement,fitness_after
P-n16-k8,pso,40,2,15,1,16.4,8.138795979750322,35,100,0.01,0.04,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.132,0.776,0.33199999999999996,0.0,467.74060534157326
P-n16-k8,pso,40,3,15,1,16.4,8.138795979750322,35,100,0.01,0.06,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.14800000000000002,0.764,0.348,0.0,467.74060534157326
P-n16-k8,pso,40,4,15,1,16.4,8.138795979750322,35,100,0.01,0.08,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.164,0.752,0.364,0.0,467.74060534157326
P-n16-k8,pso,40,5,15,1,16.4,8.138795979750322,35,100,0.01,0.1,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.18000000000000002,0.74,0.38,0.0,467.74060534157326
P-n16-k8,pso,40,6,15,1,16.4,8.138795979750322,35,100,0.01,0.12,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.196,0.7280000000000001,0.396,0.0,467.74060534157326
P-n16-k8,pso,40,7,15,1,16.4,8.138795979750322,35,100,0.01,0.14,467.74060534157326,467.7406053415733,100.0,0.0,0,0.5,0.1,0,0,0,0,0.21200000000000002,0.7160000000000001,0.41200000000000003,0.0,467.74060534157326
P-n16-k8,pso,40,8,15,1,16.4,8.138795979750322,35,100,0.01,0.16,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.228,0.7040000000000001,0.42800000000000005,0.0,467.74060534157326
P-n16-k8,pso,40,9,15,1,16.4,8.138795979750322,35,100,0.01,0.18,467.74060534157326,467.7406053415732,100.0,0.0,0,0.5,0.1,0,0,0,0,0.244,0.6920000000000001,0.44399999999999995,0.0,467.74060534157326
P-n16-k8,pso,40,10,15,1,16.4,8.138795979750322,35,100,0.01,0.2,467.74060534157326,467.74060534157326,100.0,0.0,0,0.5,0.1,0,0,0,0,0.26,0.68,0.46,0.0,467.74060534157326
P-n16-k8,pso,40,11,15,1,16.4,8.138795979750322,35,100,0.01,0.22,467.74060534157326,467.74060534157326,0.0,0.0,10,0.5,0.1,0,0,0,0,0.276,0.668,0.476,0.0,467.74060534157326
P-n16-k8,pso,40,12,15,1,16.4,8.138795979750322,35,100,0.01,0.24,467.74060534157326,467.74060534157326,0.0,0.0,11,0.5,0.1,0,0,0,0,0.29200000000000004,0.656,0.492,0.0,467.74060534157326
P-n16-k8,pso,40,13,15,1,16.4,8.138795979750322,35,100,0.01,0.26,467.74060534157326,467.74060534157326,0.0,0.0,12,0.5,0.1,0,0,0,0,0.30800000000000005,0.644,0.508,0.0,467.74060534157326
P-n16-k8,pso,40,14,15,1,16.4,8.138795979750322,35,100,0.01,0.28,467.74060534157326,467.74060534157326,0.0,0.0,13,0.5,0.1,0,0,0,0,0.32400000000000007,0.632,0.524,0.0,467.74060534157326
P-n16-k8,pso,40,15,15,1,16.4,8.138795979750322,35,100,0.01,0.3,467.74060534157326,467.74060534157326,0.0,0.0,14,0.5,0.1,0,0,0,0,0.33999999999999997,0.6200000000000001,0.54,0.0,467.74060534157326
P-n16-k8,pso,40,16,15,1,16.4,8.138795979750322,35,100,0.01,0.32,467.74060534157326,467.74060534157326,0.0,0.0,15,0.5,0.1,0,0,0,0,0.356,0.6080000000000001,0.556,0.0,467.74060534157326
P-n16-k8,pso,40,17,15,1,16.4,8.138795979750322,35,100,0.01,0.34,467.74060534157326,467.74060534157326,0.0,0.0,16,0.5,0.1,0,0,0,0,0.372,0.5960000000000001,0.5720000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,467.74060534157326,467.74060534157326,0.0,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,467.74060534157326
P-n16-k8,pso,40,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,467.74060534157326,467.74060534157326,0.0,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,21,15,1,16.4,8.138795979750322,35,100,0.01,0.42,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.43600000000000005,0.548,0.636,0.0,467.74060534157326
P-n16-k8,pso,40,22,15,1,16.4,8.138795979750322,35,100,0.01,0.44,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.45200000000000007,0.536,0.652,0.0,467.74060534157326
P-n16-k8,pso,40,23,15,1,16.4,8.138795979750322,35,100,0.01,0.46,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.4680000000000001,0.524,0.668,0.0,467.74060534157326
P-n16-k8,pso,40,24,15,1,16.4,8.138795979750322,35,100,0.01,0.48,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.484,0.512,0.6839999999999999,0.0,467.74060534157326
P-n16-k8,pso,40,25,15,1,16.4,8.138795979750322,35,100,0.01,0.5,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.5,0.5,0.7,0.0,467.74060534157326
P-n16-k8,pso,40,26,15,1,16.4,8.138795979750322,35,100,0.01,0.52,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.516,0.48800000000000004,0.6839999999999999,0.0,467.74060534157326
P-n16-k8,pso,40,27,15,1,16.4,8.138795979750322,35,100,0.01,0.54,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.532,0.47600000000000003,0.6679999999999999,0.0,467.74060534157326
P-n16-k8,pso,40,28,15,1,16.4,8.138795979750322,35,100,0.01,0.56,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.548,0.464,0.6519999999999999,0.0,467.74060534157326
P-n16-k8,pso,40,29,15,1,16.4,8.138795979750322,35,100,0.01,0.58,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.564,0.45200000000000007,0.6360000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,30,15,1,16.4,8.138795979750322,35,100,0.01,0.6,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.58,0.44000000000000006,0.6200000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,31,15,1,16.4,8.138795979750322,35,100,0.01,0.62,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.596,0.42800000000000005,0.6040000000000001,0.0,467.74060534157326
P-n16-k8,pso,40,32,15,1,16.4,8.138795979750322,35,100,0.01,0.64,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.612,0.41600000000000004,0.588,0.0,467.74060534157326
P-n16-k8,pso,40,33,15,1,16.4,8.138795979750322,35,100,0.01,0.66,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.628,0.404,0.572,0.0,467.74060534157326
P-n16-k8,pso,40,34,15,1,16.4,8.138795979750322,35,100,0.01,0.68,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.644,0.392,0.5559999999999999,0.0,467.74060534157326
P-n16-k8,pso,40,35,15,1,16.4,8.138795979750322,35,100,0.01,0.7,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.6599999999999999,0.38000000000000006,0.54,0.0,467.74060534157326
P-n16-k8,pso,40,36,15,1,16.4,8.138795979750322,35,100,0.01,0.72,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.6759999999999999,0.36800000000000005,0.524,0.0,467.74060534157326
P-n16-k8,pso,40,37,15,1,16.4,8.138795979750322,35,100,0.01,0.74,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.692,0.35600000000000004,0.508,0.0,467.74060534157326
P-n16-k8,pso,40,38,15,1,16.4,8.138795979750322,35,100,0.01,0.76,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7080000000000001,0.3440000000000001,0.492,0.0,467.74060534157326
P-n16-k8,pso,40,39,15,1,16.4,8.138795979750322,35,100,0.01,0.78,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7240000000000001,0.3320000000000001,0.476,0.0,467.74060534157326
P-n16-k8,pso,40,40,15,1,16.4,8.138795979750322,35,100,0.01,0.8,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7400000000000001,0.32000000000000006,0.45999999999999996,0.0,467.74060534157326
P-n16-k8,pso,40,41,15,1,16.4,8.138795979750322,35,100,0.01,0.82,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.756,0.3080000000000001,0.44400000000000006,0.0,467.74060534157326
P-n16-k8,pso,40,42,15,1,16.4,8.138795979750322,35,100,0.01,0.84,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.772,0.29600000000000004,0.42800000000000005,0.0,467.74060534157326
P-n16-k8,pso,40,43,15,1,16.4,8.138795979750322,35,100,0.01,0.86,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.788,0.28400000000000003,0.41200000000000003,0.0,467.74060534157326
P-n16-k8,pso,40,44,15,1,16.4,8.138795979750322,35,100,0.01,0.88,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.804,0.272,0.396,0.0,467.74060534157326
P-n16-k8,pso,40,45,15,1,16.4,8.138795979750322,35,100,0.01,0.9,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.8200000000000001,0.26,0.38,0.0,467.74060534157326
P-n16-k8,pso,40,46,15,1,16.4,8.138795979750322,35,100,0.01,0.92,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.8360000000000001,0.248,0.364,0.0,467.74060534157326
P-n16-k8,pso,40,47,15,1,16.4,8.138795979750322,35,100,0.01,0.94,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.852,0.2360000000000001,0.34800000000000003,0.0,467.74060534157326
P-n16-k8,pso,40,48,15,1,16.4,8.138795979750322,35,100,0.01,0.96,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.868,0.2240000000000001,0.332,0.0,467.74060534157326
P-n16-k8,pso,40,49,15,1,16.4,8.138795979750322,35,100,0.01,0.98,467.74060534157326,467.74060534157326,0.0,0.0,19,0.5,0.1,0,0,0,0,0.884,0.21200000000000008,0.316,0.0,467.74060534157326
P-n16-k8,pso,41,0,15,1,16.4,8.138795979750322,35,100,0.01,0.0,1000.0,1000.0,100.0,0.0,0,0.5,0.1,0,0,0,0,0.1,0.8,0.3,0.0,496.1114170870651
P-n16-k8,pso,41,1,15,1,16.4,8.138795979750322,35,100,0.01,0.02,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.116,0.788,0.316,0.0,496.1114170870651
P-n16-k8,pso,41,2,15,1,16.4,8.138795979750322,35,100,0.01,0.04,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.132,0.776,0.33199999999999996,0.0,496.1114170870651
P-n16-k8,pso,41,3,15,1,16.4,8.138795979750322,35,100,0.01,0.06,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.14800000000000002,0.764,0.348,0.0,496.1114170870651
P-n16-k8,pso,41,4,15,1,16.4,8.138795979750322,35,100,0.01,0.08,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.164,0.752,0.364,0.0,496.1114170870651
P-n16-k8,pso,41,5,15,1,16.4,8.138795979750322,35,100,0.01,0.1,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.18000000000000002,0.74,0.38,0.0,496.1114170870651
P-n16-k8,pso,41,6,15,1,16.4,8.138795979750322,35,100,0.01,0.12,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.196,0.7280000000000001,0.396,0.0,496.1114170870651
P-n16-k8,pso,41,7,15,1,16.4,8.138795979750322,35,100,0.01,0.14,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.21200000000000002,0.7160000000000001,0.41200000000000003,0.0,496.1114170870651
P-n16-k8,pso,41,8,15,1,16.4,8.138795979750322,35,100,0.01,0.16,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.228,0.7040000000000001,0.42800000000000005,0.0,496.1114170870651
P-n16-k8,pso,41,9,15,1,16.4,8.138795979750322,35,100,0.01,0.18,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.244,0.6920000000000001,0.44399999999999995,0.0,496.1114170870651
P-n16-k8,pso,41,10,15,1,16.4,8.138795979750322,35,100,0.01,0.2,496.1114170870651,496.1114170870651,100.0,0.0,0,0.5,0.1,0,0,0,0,0.26,0.68,0.46,0.0,496.1114170870651
P-n16-k8,pso,41,11,15,1,16.4,8.138795979750322,35,100,0.01,0.22,496.1114170870651,496.1114170870651,0.0,0.0,10,0.5,0.1,0,0,0,0,0.276,0.668,0.476,0.0,496.1114170870651
P-n16-k8,pso,41,12,15,1,16.4,8.138795979750322,35,100,0.01,0.24,496.1114170870651,496.1114170870651,0.0,0.0,11,0.5,0.1,0,0,0,0,0.29200000000000004,0.656,0.492,0.0,496.1114170870651
P-n16-k8,pso,41,13,15,1,16.4,8.138795979750322,35,100,0.01,0.26,496.1114170870651,496.1114170870651,0.0,0.0,12,0.5,0.1,0,0,0,0,0.30800000000000005,0.644,0.508,0.0,496.1114170870651
P-n16-k8,pso,41,14,15,1,16.4,8.138795979750322,35,100,0.01,0.28,496.1114170870651,496.1114170870651,0.0,0.0,13,0.5,0.1,0,0,0,0,0.32400000000000007,0.632,0.524,0.0,496.1114170870651
P-n16-k8,pso,41,15,15,1,16.4,8.138795979750322,35,100,0.01,0.3,496.1114170870651,496.1114170870651,0.0,0.0,14,0.5,0.1,0,0,0,0,0.33999999999999997,0.6200000000000001,0.54,0.0,496.1114170870651
P-n16-k8,pso,41,16,15,1,16.4,8.138795979750322,35,100,0.01,0.32,496.1114170870651,496.1114170870651,0.0,0.0,15,0.5,0.1,0,0,0,0,0.356,0.6080000000000001,0.556,0.0,496.1114170870651
P-n16-k8,pso,41,17,15,1,16.4,8.138795979750322,35,100,0.01,0.34,496.1114170870651,496.1114170870651,0.0,0.0,16,0.5,0.1,0,0,0,0,0.372,0.5960000000000001,0.5720000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,496.1114170870651,496.1114170870651,0.0,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,496.1114170870651
P-n16-k8,pso,41,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,496.1114170870651,496.1114170870651,0.0,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,21,15,1,16.4,8.138795979750322,35,100,0.01,0.42,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.43600000000000005,0.548,0.636,0.0,496.1114170870651
P-n16-k8,pso,41,22,15,1,16.4,8.138795979750322,35,100,0.01,0.44,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.45200000000000007,0.536,0.652,0.0,496.1114170870651
P-n16-k8,pso,41,23,15,1,16.4,8.138795979750322,35,100,0.01,0.46,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.4680000000000001,0.524,0.668,0.0,496.1114170870651
P-n16-k8,pso,41,24,15,1,16.4,8.138795979750322,35,100,0.01,0.48,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.484,0.512,0.6839999999999999,0.0,496.1114170870651
P-n16-k8,pso,41,25,15,1,16.4,8.138795979750322,35,100,0.01,0.5,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.5,0.5,0.7,0.0,496.1114170870651
P-n16-k8,pso,41,26,15,1,16.4,8.138795979750322,35,100,0.01,0.52,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.516,0.48800000000000004,0.6839999999999999,0.0,496.1114170870651
P-n16-k8,pso,41,27,15,1,16.4,8.138795979750322,35,100,0.01,0.54,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.532,0.47600000000000003,0.6679999999999999,0.0,496.1114170870651
P-n16-k8,pso,41,28,15,1,16.4,8.138795979750322,35,100,0.01,0.56,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.548,0.464,0.6519999999999999,0.0,496.1114170870651
P-n16-k8,pso,41,29,15,1,16.4,8.138795979750322,35,100,0.01,0.58,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.564,0.45200000000000007,0.6360000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,30,15,1,16.4,8.138795979750322,35,100,0.01,0.6,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.58,0.44000000000000006,0.6200000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,31,15,1,16.4,8.138795979750322,35,100,0.01,0.62,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.596,0.42800000000000005,0.6040000000000001,0.0,496.1114170870651
P-n16-k8,pso,41,32,15,1,16.4,8.138795979750322,35,100,0.01,0.64,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.612,0.41600000000000004,0.588,0.0,496.1114170870651
P-n16-k8,pso,41,33,15,1,16.4,8.138795979750322,35,100,0.01,0.66,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.628,0.404,0.572,0.0,496.1114170870651
P-n16-k8,pso,41,34,15,1,16.4,8.138795979750322,35,100,0.01,0.68,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.644,0.392,0.5559999999999999,0.0,496.1114170870651
P-n16-k8,pso,41,35,15,1,16.4,8.138795979750322,35,100,0.01,0.7,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.6599999999999999,0.38000000000000006,0.54,0.0,496.1114170870651
P-n16-k8,pso,41,36,15,1,16.4,8.138795979750322,35,100,0.01,0.72,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.6759999999999999,0.36800000000000005,0.524,0.0,496.1114170870651
P-n16-k8,pso,41,37,15,1,16.4,8.138795979750322,35,100,0.01,0.74,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.692,0.35600000000000004,0.508,0.0,496.1114170870651
P-n16-k8,pso,41,38,15,1,16.4,8.138795979750322,35,100,0.01,0.76,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7080000000000001,0.3440000000000001,0.492,0.0,496.1114170870651
P-n16-k8,pso,41,39,15,1,16.4,8.138795979750322,35,100,0.01,0.78,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7240000000000001,0.3320000000000001,0.476,0.0,496.1114170870651
P-n16-k8,pso,41,40,15,1,16.4,8.138795979750322,35,100,0.01,0.8,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.7400000000000001,0.32000000000000006,0.45999999999999996,0.0,496.1114170870651
P-n16-k8,pso,41,41,15,1,16.4,8.138795979750322,35,100,0.01,0.82,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.756,0.3080000000000001,0.44400000000000006,0.0,496.1114170870651
P-n16-k8,pso,41,42,15,1,16.4,8.138795979750322,35,100,0.01,0.84,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.772,0.29600000000000004,0.42800000000000005,0.0,496.1114170870651
P-n16-k8,pso,41,43,15,1,16.4,8.138795979750322,35,100,0.01,0.86,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.788,0.28400000000000003,0.41200000000000003,0.0,496.1114170870651
P-n16-k8,pso,41,44,15,1,16.4,8.138795979750322,35,100,0.01,0.88,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.804,0.272,0.396,0.0,496.1114170870651
P-n16-k8,pso,41,45,15,1,16.4,8.138795979750322,35,100,0.01,0.9,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.8200000000000001,0.26,0.38,0.0,496.1114170870651
P-n16-k8,pso,41,46,15,1,16.4,8.138795979750322,35,100,0.01,0.92,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.8360000000000001,0.248,0.364,0.0,496.1114170870651
P-n16-k8,pso,41,47,15,1,16.4,8.138795979750322,35,100,0.01,0.94,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.852,0.2360000000000001,0.34800000000000003,0.0,496.1114170870651
P-n16-k8,pso,41,48,15,1,16.4,8.138795979750322,35,100,0.01,0.96,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.868,0.2240000000000001,0.332,0.0,496.1114170870651
P-n16-k8,pso,41,49,15,1,16.4,8.138795979750322,35,100,0.01,0.98,496.1114170870651,496.1114170870651,0.0,0.0,19,0.5,0.1,0,0,0,0,0.884,0.21200000000000008,0.316,0.0,496.1114170870651
P-n16-k8,pso,42,0,15,1,16.4,8.138795979750322,35,100,0.01,0.0,1000.0,1000.0,100.0,0.0,0,0.5,0.1,0,0,0,0,0.1,0.8,0.3,0.0,499.4515437714527
P-n16-k8,pso,42,1,15,1,16.4,8.138795979750322,35,100,0.01,0.02,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.116,0.788,0.316,0.0,499.4515437714527
P-n16-k8,pso,42,2,15,1,16.4,8.138795979750322,35,100,0.01,0.04,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.132,0.776,0.33199999999999996,0.0,499.4515437714527
P-n16-k8,pso,42,3,15,1,16.4,8.138795979750322,35,100,0.01,0.06,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.14800000000000002,0.764,0.348,0.0,499.4515437714527
P-n16-k8,pso,42,4,15,1,16.4,8.138795979750322,35,100,0.01,0.08,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.164,0.752,0.364,0.0,499.4515437714527
P-n16-k8,pso,42,5,15,1,16.4,8.138795979750322,35,100,0.01,0.1,499.4515437714527,499.45154377145275,100.0,0.0,0,0.5,0.1,0,0,0,0,0.18000000000000002,0.74,0.38,0.0,499.4515437714527
P-n16-k8,pso,42,6,15,1,16.4,8.138795979750322,35,100,0.01,0.12,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.196,0.7280000000000001,0.396,0.0,499.4515437714527
P-n16-k8,pso,42,7,15,1,16.4,8.138795979750322,35,100,0.01,0.14,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.21200000000000002,0.7160000000000001,0.41200000000000003,0.0,499.4515437714527
P-n16-k8,pso,42,8,15,1,16.4,8.138795979750322,35,100,0.01,0.16,499.4515437714527,499.4515437714527,100.0,0.0,0,0.5,0.1,0,0,0,0,0.228,0.7040000000000001,0.42800000000000005,0.0,499.4515437714527
P-n16-k8,pso,42,9,15,1,16.4,8.138795979750322,35,100,0.01,0.18,499.4515437714527,499.45154377145275,100.0,0.0,0,0.5,0.1,0,0,0,0,0.244,0.6920000000000001,0.44399999999999995,0.0,499.4515437714527
P-n16-k8,pso,42,10,15,1,16.4,8.138795979750322,35,100,0.01,0.2,499.4515437714527,499.45154377145275,100.0,0.0,0,0.5,0.1,0,0,0,0,0.26,0.68,0.46,0.0,499.4515437714527
P-n16-k8,pso,42,11,15,1,16.4,8.138795979750322,35,100,0.01,0.22,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,10,0.5,0.1,0,0,0,0,0.276,0.668,0.476,0.0,499.4515437714527
P-n16-k8,pso,42,12,15,1,16.4,8.138795979750322,35,100,0.01,0.24,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,11,0.5,0.1,0,0,0,0,0.29200000000000004,0.656,0.492,0.0,499.4515437714527
P-n16-k8,pso,42,13,15,1,16.4,8.138795979750322,35,100,0.01,0.26,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,12,0.5,0.1,0,0,0,0,0.30800000000000005,0.644,0.508,0.0,499.4515437714527
P-n16-k8,pso,42,14,15,1,16.4,8.138795979750322,35,100,0.01,0.28,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,13,0.5,0.1,0,0,0,0,0.32400000000000007,0.632,0.524,0.0,499.4515437714527
P-n16-k8,pso,42,15,15,1,16.4,8.138795979750322,35,100,0.01,0.3,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,14,0.5,0.1,0,0,0,0,0.33999999999999997,0.6200000000000001,0.54,0.0,499.4515437714527
P-n16-k8,pso,42,16,15,1,16.4,8.138795979750322,35,100,0.01,0.32,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,15,0.5,0.1,0,0,0,0,0.356,0.6080000000000001,0.556,0.0,499.4515437714527
P-n16-k8,pso,42,17,15,1,16.4,8.138795979750322,35,100,0.01,0.34,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,16,0.5,0.1,0,0,0,0,0.372,0.5960000000000001,0.5720000000000001,0.0,499.4515437714527
P-n16-k8,pso,42,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,499.4515437714527
P-n16-k8,pso,42,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,499.4515437714527
P-n16-k8,pso,42,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,499.4515437714527,499.45154377145275,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,499.4515437714527
